CI_Cat,CI_Subcat,WBS,Status,Impact,Urgency,Priority,number_cnt,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Resolution_Time_hrs
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.993729334,incident,closed,0.0,2013-11-05 11:56:00,2013-10-01 16:21:00,2013-11-05 13:44:00,2013-11-05 13:44:00,1801388889,Software,1.0,1.0,1.0,1.8
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.733442373,incident,closed,0.0,2013-11-05 12:05:00,2013-10-01 16:21:00,2013-11-05 16:05:00,2013-11-05 16:05:00,4009444444,Software,1.0,1.0,1.0,4.0
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.075886332,incident,closed,2.0,2013-11-05 12:19:00,2013-10-01 16:21:00,2013-11-06 10:50:00,2013-11-06 10:50:00,9016111111,Software,1.0,1.0,1.0,22.516666666666666
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.210049345,request for information,closed,0.0,2013-11-05 12:31:00,2013-10-01 16:21:00,2013-11-05 14:39:00,2013-11-05 14:39:00,2129166667,Software,1.0,1.0,1.0,2.1333333333333333
application,Server Based Application,WBS000128,Closed,NS,3,4.0,0.169491235,incident,closed,0.0,2013-11-05 12:41:00,2013-10-01 16:21:00,2013-11-05 12:57:00,2013-11-05 12:57:00,266111111,User error,1.0,1.0,1.0,0.26666666666666666
computer,Laptop,WBS000091,Closed,5,5,5.0,0.099564,incident,closed,3.0,2013-11-05 12:43:00,2013-10-01 16:21:00,2013-11-07 16:17:00,2013-11-07 16:17:00,2072722222,Software,1.0,1.0,1.0,51.56666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.599672733,incident,closed,0.0,2013-11-05 12:48:00,2013-10-01 16:21:00,2013-11-05 13:52:00,2013-11-05 13:52:00,1076944444,Software,1.0,1.0,1.0,1.0666666666666667
application,Server Based Application,WBS000199,Closed,3,3,3.0,0.946403106,incident,closed,0.0,2013-11-05 12:56:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-11-05 13:00:00,77222222,User error,1.0,1.0,1.0,0.06666666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.934695732,incident,closed,0.0,2013-11-05 12:59:00,2013-10-01 16:21:00,2013-11-05 14:03:00,2013-11-05 14:03:00,1063611111,User error,1.0,1.0,1.0,1.0666666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.073426352,incident,closed,0.0,2013-11-05 13:07:00,2013-10-01 16:21:00,2013-11-05 14:28:00,2013-11-05 14:28:00,1343611111,Software,1.0,1.0,1.0,1.35
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.783432215,incident,closed,2.0,2013-11-05 13:21:00,2013-10-01 16:21:00,2013-11-08 12:16:00,2013-11-08 12:17:00,304175,No error - works as designed,1.0,1.0,1.0,70.93333333333334
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.5788383,request for information,closed,0.0,2013-11-05 13:37:00,2013-10-01 16:21:00,2013-11-05 14:19:00,2013-11-05 14:19:00,686944444,Data,1.0,1.0,1.0,0.7
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.434488678,incident,closed,0.0,2013-11-05 14:03:00,2013-10-01 16:21:00,2013-11-06 10:21:00,2013-11-06 10:28:00,6911388889,Software,1.0,1.0,1.0,20.416666666666668
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.659820681,incident,closed,0.0,2013-11-05 14:05:00,2013-10-01 16:21:00,2013-11-06 14:26:00,2013-11-06 14:26:00,3571666667,Software,1.0,1.0,1.0,24.35
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.32647442,incident,closed,0.0,2013-11-05 10:50:00,2013-10-01 16:21:00,2013-11-05 11:59:00,2013-11-05 12:00:00,1170277778,User error,1.0,1.0,1.0,1.1666666666666667
subapplication,Web Based Application,WBS000162,Closed,3,3,3.0,0.466596976,incident,closed,2.0,2013-11-05 10:53:00,2013-10-01 16:21:00,2013-11-08 15:42:00,2013-11-08 15:42:00,3632111111,No error - works as designed,1.0,1.0,1.0,76.81666666666666
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.694226358,incident,closed,3.0,2013-11-05 10:54:00,2013-10-01 16:21:00,2013-11-06 09:17:00,2013-11-06 09:17:00,8873611111,Software,1.0,1.0,1.0,22.383333333333333
application,Web Based Application,WBS000073,Closed,5,5,5.0,0.918289925,request for information,closed,1.0,2013-11-05 10:58:00,2013-10-01 16:21:00,2013-11-05 11:03:00,2013-11-05 11:03:00,83888889,Other,1.0,1.0,1.0,0.08333333333333333
application,SAP,WBS000271,Closed,5,5,5.0,0.477421292,request for information,closed,0.0,2013-11-05 11:01:00,2013-10-01 16:21:00,2013-11-05 11:04:00,2013-11-05 11:04:00,50277778,Other,1.0,1.0,1.0,0.05
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.544886534,request for information,closed,0.0,2013-11-05 11:07:00,2013-10-01 16:21:00,2013-11-05 11:10:00,2013-11-05 11:10:00,50277778,Other,1.0,1.0,1.0,0.05
application,Web Based Application,WBS000073,Closed,4,5,4.0,0.816183878,incident,closed,1.0,2013-11-05 11:08:00,2013-10-01 16:21:00,2013-11-07 07:41:00,2013-11-07 07:41:00,1755611111,Other,1.0,1.0,1.0,44.55
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.011257722,request for information,closed,3.0,2013-11-05 11:13:00,2013-10-01 16:21:00,2013-11-12 09:52:00,2013-11-12 09:53:00,511525,Other,1.0,1.0,1.0,166.66666666666666
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.996127068,request for information,closed,0.0,2013-11-05 11:15:00,2013-10-01 16:21:00,2013-11-05 11:18:00,2013-11-05 11:18:00,53611111,Other,1.0,1.0,1.0,0.05
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.344953511,incident,closed,0.0,2013-11-05 11:19:00,2013-10-01 16:21:00,2013-11-05 16:26:00,2013-11-05 16:26:00,5116388889,Software,1.0,1.0,1.0,5.116666666666666
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.209840199,request for information,closed,0.0,2013-11-05 11:26:00,2013-10-01 16:21:00,2013-11-05 11:32:00,2013-11-05 11:32:00,103055556,Other,1.0,1.0,1.0,0.1
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.854820018,request for information,closed,0.0,2013-11-05 11:45:00,2013-10-01 16:21:00,2013-11-05 11:51:00,2013-11-05 11:51:00,98611111,Other,1.0,1.0,1.0,0.1
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.555848338,incident,closed,0.0,2013-11-05 11:49:00,2013-10-01 16:21:00,2013-11-05 13:56:00,2013-11-05 13:56:00,2120555556,Software,1.0,1.0,1.0,2.1166666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.262951742,incident,closed,0.0,2013-11-05 12:08:00,2013-10-01 16:21:00,2013-11-05 16:27:00,2013-11-05 16:27:00,4322222222,Software,1.0,1.0,1.0,4.316666666666666
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.685088834,incident,closed,0.0,2013-11-05 12:13:00,2013-10-01 16:21:00,2013-11-05 16:29:00,2013-11-05 16:29:00,4270833333,Software,1.0,1.0,1.0,4.266666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.090156942,incident,closed,0.0,2013-11-05 12:18:00,2013-10-01 16:21:00,2013-11-06 07:54:00,2013-11-06 07:54:00,6103611111,Software,1.0,1.0,1.0,19.6
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.68641531,incident,closed,0.0,2013-11-05 12:28:00,2013-10-01 16:21:00,2013-11-05 14:17:00,2013-11-05 14:17:00,1814722222,Other,1.0,1.0,1.0,1.8166666666666667
application,Server Based Application,WBS000228,Closed,5,5,5.0,0.318942412,request for information,closed,0.0,2013-11-05 12:29:00,2013-10-01 16:21:00,2013-11-05 12:47:00,2013-11-05 12:48:00,300277778,Software,1.0,1.0,1.0,0.31666666666666665
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.983265038,incident,closed,0.0,2013-11-05 13:04:00,2013-10-01 16:21:00,2013-11-05 15:43:00,2013-11-05 15:43:00,2652777778,Software,1.0,1.0,1.0,2.65
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.452228349,incident,closed,0.0,2013-11-05 13:12:00,2013-10-01 16:21:00,2013-11-05 14:36:00,2013-11-05 14:37:00,1379722222,Other,1.0,1.0,1.0,1.4166666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.880583574,incident,closed,1.0,2013-11-05 13:17:00,2013-10-01 16:21:00,2013-11-05 14:35:00,2013-11-05 14:35:00,1313055556,Software,1.0,1.0,1.0,1.3
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.131839077,incident,closed,1.0,2013-11-05 13:19:00,2013-10-01 16:21:00,2013-11-05 14:33:00,2013-11-05 14:33:00,1235555556,Software,1.0,1.0,1.0,1.2333333333333334
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.709625366,incident,closed,2.0,2013-11-05 13:24:00,2013-10-01 16:21:00,2013-11-06 09:58:00,2013-11-06 09:58:00,6298611111,Data,1.0,1.0,1.0,20.566666666666666
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.387300615,request for information,closed,0.0,2013-11-05 13:32:00,2013-10-01 16:21:00,2013-11-05 15:02:00,2013-11-05 15:04:00,1525,Operator error,1.0,1.0,1.0,1.5333333333333334
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.14977017,incident,closed,0.0,2013-11-05 13:32:00,2013-10-01 16:21:00,2013-11-05 15:46:00,2013-11-05 15:46:00,2221111111,Software,1.0,1.0,1.0,2.2333333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.132161563,incident,closed,0.0,2013-11-05 13:34:00,2013-10-01 16:21:00,2013-11-07 12:08:00,2013-11-07 12:08:00,1956277778,Other,1.0,1.0,1.0,46.56666666666667
application,Desktop Application,WBS000092,Closed,5,5,5.0,0.385915495,incident,closed,0.0,2013-11-05 13:38:00,2013-10-01 16:21:00,2013-11-07 15:27:00,2013-11-07 15:27:00,8055556,Hardware,1.0,1.0,1.0,49.81666666666667
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.3730933,incident,closed,0.0,2013-11-05 13:45:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-11-05 18:10:00,4245833333,Software,1.0,1.0,1.0,4.416666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.168097194,incident,closed,2.0,2013-11-05 13:53:00,2013-10-01 16:21:00,2013-11-05 16:30:00,2013-11-05 16:30:00,2615555556,Software,1.0,1.0,1.0,2.6166666666666667
subapplication,Web Based Application,WBS000162,Closed,NS,3,4.0,0.457653871,incident,closed,2.0,2013-11-05 13:57:00,2013-10-01 16:21:00,2013-11-05 15:56:00,2013-11-05 15:56:00,1314722222,Other,1.0,1.0,1.0,1.9833333333333334
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.130235693,incident,closed,0.0,2013-11-05 14:03:00,2013-10-01 16:21:00,2013-11-05 16:21:00,2013-11-05 16:22:00,2307222222,Software,1.0,1.0,1.0,2.316666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.6103466,incident,closed,0.0,2013-11-05 14:06:00,2013-10-01 16:21:00,2013-11-06 09:48:00,2013-11-06 09:48:00,6191388889,Software,1.0,1.0,1.0,19.7
application,Web Based Application,WBS000318,Closed,5,5,5.0,0.079207822,incident,closed,0.0,2013-11-05 14:07:00,2013-10-01 16:21:00,2013-11-08 10:18:00,2013-11-08 10:18:00,2768166667,User manual not used,1.0,1.0,1.0,68.18333333333334
subapplication,Web Based Application,WBS000073,Closed,5,5,5.0,0.67730628,incident,closed,2.0,2013-11-05 14:08:00,2013-10-01 16:21:00,2013-11-08 10:42:00,2013-11-08 10:42:00,2807916667,User manual not used,1.0,1.0,1.0,68.56666666666666
database,Database,WBS000239,Closed,3,3,3.0,0.574769713,incident,closed,0.0,2013-11-05 14:08:00,2013-10-01 16:21:00,2013-11-05 14:11:00,2013-11-05 14:11:00,5,User error,2.0,1.0,1.0,0.05
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.851973152,incident,closed,1.0,2013-11-05 14:16:00,2013-10-01 16:21:00,2013-11-06 12:47:00,2013-11-06 12:47:00,5296111111,Other,1.0,1.0,1.0,22.516666666666666
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.990389732,incident,closed,0.0,2013-11-05 11:33:00,2013-10-01 16:21:00,2013-11-05 16:32:00,2013-11-05 16:32:00,4985555556,Software,1.0,1.0,1.0,4.983333333333333
application,Citrix,WBS000292,Closed,4,4,4.0,0.865532913,incident,closed,0.0,2013-11-05 11:34:00,2013-10-01 16:21:00,2013-11-05 15:58:00,2013-11-05 15:58:00,4406944444,Software,1.0,1.0,1.0,4.4
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.065949142,incident,closed,0.0,2013-11-05 11:42:00,2013-10-01 16:21:00,2013-11-05 12:26:00,2013-11-05 12:26:00,732222222,No error - works as designed,1.0,1.0,1.0,0.7333333333333333
computer,NonStop Server,WBS000201,Closed,NS,3,4.0,0.351956167,incident,closed,1.0,2013-11-05 11:51:00,2013-10-01 16:21:00,2013-11-05 15:47:00,2013-11-05 15:47:00,3931388889,Other,1.0,1.0,1.0,3.933333333333333
officeelectronics,Scanner,WBS000326,Closed,3,3,3.0,0.202180598,incident,closed,1.0,2013-11-05 11:52:00,2013-10-01 16:21:00,2013-11-05 11:55:00,2013-11-05 11:55:00,42777778,Hardware,1.0,1.0,1.0,0.05
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.071795967,incident,closed,0.0,2013-11-05 11:57:00,2013-10-01 16:21:00,2013-11-05 14:09:00,2013-11-05 14:10:00,2208888889,Software,1.0,1.0,1.0,2.216666666666667
application,Server Based Application,WBS000139,Closed,5,5,5.0,0.122267606,incident,closed,0.0,2013-11-05 11:58:00,2013-10-01 16:21:00,2013-11-05 15:24:00,2013-11-05 15:24:00,3430833333,Software,1.0,1.0,1.0,3.433333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.641523369,incident,closed,0.0,2013-11-05 12:10:00,2013-10-01 16:21:00,2013-11-05 16:02:00,2013-11-05 16:02:00,3859444444,Software,1.0,1.0,1.0,3.8666666666666667
subapplication,Web Based Application,WBS000125,Closed,5,5,5.0,0.515118131,incident,closed,1.0,2013-11-05 12:20:00,2013-10-01 16:21:00,2013-11-05 12:41:00,2013-11-05 12:41:00,353055556,Other,1.0,1.0,1.0,0.35
subapplication,Web Based Application,WBS000015,Closed,4,4,4.0,0.453288482,incident,closed,0.0,2013-11-05 12:26:00,2013-10-01 16:21:00,2013-11-07 10:04:00,2013-11-07 10:04:00,1002944444,No error - works as designed,1.0,1.0,1.0,45.63333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.159733048,incident,closed,1.0,2013-11-05 12:30:00,2013-10-01 16:21:00,2013-11-12 11:26:00,2013-11-12 11:26:00,5143944444,Other,3.0,1.0,1.0,166.93333333333334
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.606631251,incident,closed,0.0,2013-11-05 12:42:00,2013-10-01 16:21:00,2013-11-06 05:11:00,2013-11-06 05:11:00,5296388889,Other,1.0,1.0,1.0,16.483333333333334
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.250614339,incident,closed,0.0,2013-11-05 12:42:00,2013-10-01 16:21:00,2013-11-06 05:11:00,2013-11-06 05:11:00,5293333333,Other,1.0,1.0,1.0,16.483333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.954963933,incident,closed,0.0,2013-11-05 12:43:00,2013-10-01 16:21:00,2013-11-05 14:35:00,2013-11-05 14:35:00,1863888889,Operator error,1.0,1.0,1.0,1.8666666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.522292843,incident,closed,0.0,2013-11-05 12:44:00,2013-10-01 16:21:00,2013-11-05 13:55:00,2013-11-05 13:55:00,1194722222,Software,1.0,1.0,1.0,1.1833333333333333
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.760992955,incident,closed,0.0,2013-11-05 12:46:00,2013-10-01 16:21:00,2013-11-05 16:33:00,2013-11-05 16:33:00,3783055556,Software,1.0,1.0,1.0,3.783333333333333
application,Desktop Application,WBS000110,Closed,4,4,4.0,0.387070663,incident,closed,0.0,2013-11-05 12:49:00,2013-10-01 16:21:00,2013-11-12 10:42:00,2013-11-12 10:42:00,9537777778,Software,1.0,1.0,1.0,165.88333333333333
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.724850738,incident,closed,1.0,2013-11-05 12:53:00,2013-10-01 16:21:00,2013-11-12 09:59:00,2013-11-12 09:59:00,4961166667,Data,1.0,1.0,1.0,165.1
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.690587778,incident,closed,0.0,2013-11-05 12:53:00,2013-10-01 16:21:00,2013-11-05 14:02:00,2013-11-05 14:02:00,1144166667,Operator error,1.0,1.0,1.0,1.15
application,Web Based Application,WBS000318,Closed,4,4,4.0,0.23753798,incident,closed,1.0,2013-11-05 12:55:00,2013-10-01 16:21:00,2013-11-12 10:04:00,2013-11-12 10:04:00,4965611111,Data,1.0,1.0,1.0,165.15
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.137990587,incident,closed,0.0,2013-11-05 13:09:00,2013-10-01 16:21:00,2013-11-05 15:41:00,2013-11-05 15:41:00,2542777778,Software,1.0,1.0,1.0,2.533333333333333
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.7049807,incident,closed,2.0,2013-11-05 13:18:00,2013-10-01 16:21:00,2013-11-05 16:35:00,2013-11-05 16:35:00,3284722222,Software,1.0,1.0,1.0,3.283333333333333
application,Web Based Application,WBS000088,Closed,4,4,4.0,0.631911324,incident,closed,1.0,2013-11-05 13:26:00,2013-10-01 16:21:00,2013-11-05 17:27:00,2013-11-05 17:27:00,40275,Software,1.0,1.0,1.0,4.016666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.34233461,incident,closed,0.0,2013-11-05 13:28:00,2013-10-01 16:21:00,2013-11-05 15:37:00,2013-11-05 15:37:00,2143611111,Software,1.0,1.0,1.0,2.15
displaydevice,Monitor,WBS000091,Closed,4,4,4.0,0.932594938,incident,closed,0.0,2013-11-05 13:29:00,2013-10-01 16:21:00,2013-11-07 08:53:00,2013-11-07 08:53:00,1641222222,Hardware,1.0,1.0,1.0,43.4
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.298144547,request for information,closed,2.0,2013-11-05 13:31:00,2013-10-01 16:21:00,2013-11-06 11:22:00,2013-11-06 11:22:00,8359722222,Other,1.0,1.0,1.0,21.85
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.067903846,incident,closed,0.0,2013-11-05 13:32:00,2013-10-01 16:21:00,2013-11-05 16:09:00,2013-11-05 16:09:00,2623055556,Software,1.0,1.0,1.0,2.6166666666666667
application,Server Based Application,WBS000054,Closed,5,5,5.0,0.632541394,request for information,closed,0.0,2013-11-05 13:38:00,2013-10-01 16:21:00,2013-11-05 13:40:00,2013-11-05 13:42:00,72777778,Other,1.0,1.0,1.0,0.06666666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.906151091,incident,closed,0.0,2013-11-05 13:40:00,2013-10-01 16:21:00,2013-11-05 16:38:00,2013-11-05 16:38:00,2953333333,Software,1.0,1.0,1.0,2.966666666666667
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.922583893,request for information,closed,0.0,2013-11-05 13:44:00,2013-10-01 16:21:00,2013-11-05 13:46:00,2013-11-05 13:46:00,36388889,Other,1.0,1.0,1.0,0.03333333333333333
application,SAP,WBS000271,Closed,5,5,5.0,0.720672013,request for information,closed,2.0,2013-11-05 13:50:00,2013-10-01 16:21:00,2013-11-06 10:39:00,2013-11-06 10:39:00,7311666667,Other,1.0,1.0,1.0,20.816666666666666
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.015136677,incident,closed,0.0,2013-11-05 13:51:00,2013-10-01 16:21:00,2013-11-05 15:28:00,2013-11-05 15:28:00,1607222222,Software,1.0,1.0,1.0,1.6166666666666667
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.905428874,request for information,closed,0.0,2013-11-05 13:54:00,2013-10-01 16:21:00,2013-11-05 13:56:00,2013-11-05 13:56:00,26944444,Other,1.0,1.0,1.0,0.03333333333333333
computer,Windows Server,WBS000102,Closed,3,3,3.0,0.381520653,incident,closed,0.0,2013-11-05 14:02:00,2013-10-01 16:21:00,2013-11-08 14:42:00,2013-11-08 14:42:00,1169388889,Operator error,1.0,1.0,1.0,72.66666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.50640366,incident,closed,0.0,2013-11-05 14:17:00,2013-10-01 16:21:00,2013-11-05 15:43:00,2013-11-05 15:43:00,1446944444,Software,1.0,1.0,1.0,1.4333333333333333
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.842303386,incident,closed,0.0,2013-11-05 14:22:00,2013-10-01 16:21:00,2013-11-11 08:22:00,2013-11-11 08:22:00,1571,Other,1.0,1.0,1.0,138.0
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.569621883,incident,closed,0.0,2013-11-05 14:27:00,2013-10-01 16:21:00,2013-11-06 08:59:00,2013-11-06 09:00:00,5043888889,Other,1.0,1.0,1.0,18.55
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.10222512,request for information,closed,2.0,2013-11-05 12:58:00,2013-10-01 16:21:00,2013-11-06 14:29:00,2013-11-06 14:30:00,1202361111,Other,1.0,1.0,1.0,25.533333333333335
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.908290439,incident,closed,0.0,2013-11-05 13:01:00,2013-10-01 16:21:00,2013-11-05 14:28:00,2013-11-05 14:28:00,1450277778,Software,1.0,1.0,1.0,1.45
application,Server Based Application,WBS000228,Closed,5,5,5.0,0.422905852,request for information,closed,0.0,2013-11-05 13:16:00,2013-10-01 16:21:00,2013-11-05 13:57:00,2013-11-05 13:57:00,681944444,Other,1.0,1.0,1.0,0.6833333333333333
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.416405249,incident,closed,4.0,2013-11-05 13:18:00,2013-10-01 16:21:00,2013-11-11 15:34:00,2013-11-11 15:38:00,4432861111,Software,1.0,1.0,1.0,146.33333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.617423215,incident,closed,0.0,2013-11-05 13:21:00,2013-10-01 16:21:00,2013-11-05 16:41:00,2013-11-05 16:41:00,3335833333,Software,1.0,1.0,1.0,3.3333333333333335
application,Server Based Application,WBS000139,Closed,5,5,5.0,0.758922976,incident,closed,2.0,2013-11-05 13:22:00,2013-10-01 16:21:00,2013-11-06 08:17:00,2013-11-06 08:17:00,5422222222,Other,1.0,1.0,1.0,18.916666666666668
application,Server Based Application,WBS000296,Closed,4,4,4.0,0.393524803,request for information,closed,0.0,2013-11-05 13:23:00,2013-10-01 16:21:00,2013-11-11 22:02:00,2013-11-11 22:02:00,4285916667,Inquiry,1.0,1.0,1.0,152.65
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.720984563,incident,closed,0.0,2013-11-05 13:42:00,2013-10-01 16:21:00,2013-11-06 15:42:00,2013-11-06 15:42:00,1250194444,Software,1.0,1.0,1.0,26.0
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.337406705,request for information,closed,0.0,2013-11-05 13:44:00,2013-10-01 16:21:00,2013-11-05 15:18:00,2013-11-05 15:18:00,1564722222,User error,1.0,1.0,1.0,1.5666666666666667
application,Server Based Application,WBS000083,Closed,5,5,5.0,0.831245562,request for information,closed,1.0,2013-11-05 13:45:00,2013-10-01 16:21:00,2013-11-05 15:39:00,2013-11-05 15:39:00,1895277778,Other,1.0,1.0,1.0,1.9
application,Server Based Application,WBS000013,Closed,NS,3,4.0,0.367385106,incident,closed,0.0,2013-11-05 13:48:00,2013-10-01 16:21:00,2013-11-05 14:05:00,2013-11-05 14:06:00,295277778,User error,1.0,1.0,1.0,0.3
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.710621098,request for information,closed,0.0,2013-11-05 13:55:00,2013-10-01 16:21:00,2013-11-05 16:03:00,2013-11-05 16:03:00,2139166667,Questions,1.0,1.0,1.0,2.1333333333333333
application,Desktop Application,WBS000092,Closed,5,5,5.0,0.931655677,request for information,closed,1.0,2013-11-05 14:05:00,2013-10-01 16:21:00,2013-11-05 15:13:00,2013-11-05 15:13:00,113,Software,1.0,1.0,1.0,1.1333333333333333
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.901675902,incident,closed,1.0,2013-11-05 14:07:00,2013-10-01 16:21:00,2013-11-06 14:08:00,2013-11-06 14:09:00,1054277778,Other,1.0,1.0,1.0,24.033333333333335
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.377852992,incident,closed,0.0,2013-11-05 14:09:00,2013-10-01 16:21:00,2013-11-05 14:11:00,2013-11-05 14:12:00,44444444,Operator error,1.0,1.0,1.0,0.05
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.312140989,incident,closed,0.0,2013-11-05 14:13:00,2013-10-01 16:21:00,2013-11-05 15:26:00,2013-11-05 15:26:00,1215555556,Software,1.0,1.0,1.0,1.2166666666666666
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.841319093,incident,closed,0.0,2013-11-05 14:17:00,2013-10-01 16:21:00,2013-11-05 15:22:00,2013-11-05 15:22:00,1085555556,Software,1.0,1.0,1.0,1.0833333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.580623148,incident,closed,0.0,2013-11-05 14:20:00,2013-10-01 16:21:00,2013-11-05 15:16:00,2013-11-05 15:16:00,945,Software,1.0,1.0,1.0,0.9333333333333333
application,Exchange,WBS000094,Closed,5,5,5.0,0.645757983,incident,closed,0.0,2013-11-05 14:25:00,2013-10-01 16:21:00,2013-11-06 11:55:00,2013-11-06 11:55:00,801,Software,1.0,1.0,1.0,21.5
application,Server Based Application,WBS000013,Closed,3,3,3.0,0.20860911,incident,closed,0.0,2013-11-05 14:33:00,2013-10-01 16:21:00,2013-11-05 14:38:00,2013-11-05 14:38:00,78333333,User error,1.0,1.0,1.0,0.08333333333333333
computer,Laptop,WBS000091,Closed,5,5,5.0,0.519570457,incident,closed,0.0,2013-11-05 14:38:00,2013-10-01 16:21:00,2013-11-05 15:53:00,2013-11-05 15:53:00,10555556,Hardware,1.0,1.0,1.0,1.25
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.505767888,request for information,closed,2.0,2013-11-05 14:41:00,2013-10-01 16:21:00,2013-11-05 17:27:00,2013-11-05 17:28:00,2791666667,Data,1.0,1.0,1.0,2.783333333333333
application,Server Based Application,WBS000027,Closed,4,4,4.0,0.428939159,incident,closed,0.0,2013-11-05 15:00:00,2013-10-01 16:21:00,2013-11-05 15:28:00,2013-11-05 15:28:00,459166667,User error,1.0,1.0,1.0,0.4666666666666667
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.255323424,incident,closed,0.0,2013-11-05 15:08:00,2013-10-01 16:21:00,2013-11-06 08:08:00,2013-11-06 08:08:00,3500277778,Software,1.0,1.0,1.0,17.0
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.923638524,incident,closed,0.0,2013-11-05 15:12:00,2013-10-01 16:21:00,2013-11-05 16:45:00,2013-11-05 16:45:00,155,Software,1.0,1.0,1.0,1.55
